Pl,horse_name,bar,Track,Gear,Rtg,jockey,trainer,Owner,Last 800m,Last 400m,Final,Second,total second to finish
9,ACCUMULATION,8,1600,"TT, SR",36 (-2),JP VAN DERMERWE,M WALKER,TE AKAU RACING STABLE,11,7,9,8.6,101
10,ACCUMULATION,4,1200,"BB, TT, SR",34 (-2),R WOODWORTH,M WALKER,TE AKAU RACING STABLE,12,10,10,10.8,73
11,ACCUMULATION,1,1200,"TT, SR",32 (-2),APP CK NG,M WALKER,TE AKAU RACING STABLE,11,9,11,8,74
5,ACCUMULATION,3,1200,"TT, SR",30 (-2),K A'ISISUHAIRI,M WALKER,TE AKAU RACING STABLE,11,10,5,6.1,73
5,ACCUMULATION,10,1200,"TT, SR",28 (-2),M ZAKI,M WALKER,TE AKAU RACING STABLE,10,9,5,2.7,73
2,ACCUMULATION,2,1100,"PP, TT, SR",26 (-2),M ZAKI,M WALKER,TE AKAU RACING STABLE,11,8,2,3.3,66
2,ACCUMULATION,11,1400,"TT, VIS, SR",26 (-2),M LERNER,M WALKER,TE AKAU RACING STABLE,11,8,2,1.5,84
1,ACCUMULATION,7,1600,"TT, VIS, SR",26 (-2),CC WONG,M WALKER,TE AKAU RACING STABLE,9,5,1,0,96
5,ACCUMULATION,2,2000,"TT, VIS, SR",31 (+5),CC WONG,M WALKER,TE AKAU RACING STABLE,7,6,5,7.5,126
9,ACCUMULATION,8,1400,"TT, VIS, SR",31 (+5),CC WONG,M WALKER,TE AKAU RACING STABLE,13,13,9,5.5,85
3,ACCUMULATION,12,1600,"BP, TT, SR",30 (-1),CC WONG,M WALKER,TE AKAU RACING STABLE,12,8,3,3.8,73
2,ACCUMULATION,2,1700,"BP, TT, SR",30 (-1),APP T KRISNA,M WALKER,TE AKAU RACING STABLE,5,3,6,7.9,74
5,ACCUMULATION,3,1600,"BP, TT, SR",30 (-1),APP K HAKIM,M WALKER,TE AKAU RACING STABLE,8,5,9,6.5,72
5,ACCUMULATION,9,1600,"P, TT, SR",29 (-1),CC WONG,M WALKER,TE AKAU RACING STABLE,11,9,12,10.3,73
2,ACCUMULATION,9,1600,"P, TT, SR",28 (-1),K A'ISISUHAIRI,M WALKER,TE AKAU RACING STABLE,11,9,10,7.6,98
5,ACCUMULATION,5,1600,"TT, SR",30 (+2),APP K HAKIM,M WALKER,TE AKAU RACING STABLE,13,10,3,3.3,73
2,ACCUMULATION,3,1600,"P, TT, SR",29 (-1),CC WONG,M WALKER,TE AKAU RACING STABLE,7,4,1,0,70
6,ACCUMULATION,12,1600,"P, TT, SR",29 (-1),CC WONG,M WALKER,TE AKAU RACING STABLE,12,10,10,9.7,100
7,ACCUMULATION,7,1200,"P, TT, SR",28 (-1),APP F YUSOFF,D LOGAN,TE AKAU RACING STABLE,9,11,4,3,69
11,ACCUMULATION,10,1400,"P, TT, SR",27 (-1),M ZAKI,D LOGAN,TE AKAU RACING STABLE,10,11,5,1.6,60
7,ACCUMULATION,6,1600,"P, TT, SR",26 (-1),APP PH SEOW,D LOGAN,TE AKAU RACING STABLE,11,11,7,8.9,72
9,ACE HARBOUR,10,1200,SR,,N JUGLALL,R LE GRANGE,TEAM CHEVAL STABLE,12,12,9,8.7,73
7,ACE HARBOUR,11,1200,SR,,B VORSTER,R LE GRANGE,TEAM CHEVAL STABLE,9,9,7,4.9,73
4,ACE HARBOUR,8,1600,SR,,B VORSTER,R LE GRANGE,TEAM CHEVAL STABLE,9,5,4,3.1,97
4,ACE HARBOUR,3,1600,WK,45,N JUGLALL,R LE GRANGE,TEAM CHEVAL STABLE,10,9,4,2.9,99
4,ACE HARBOUR,9,1600,"BB, SR",45,N JUGLALL,R LE GRANGE,TEAM CHEVAL STABLE,4,6,4,1.1,102
2,ACE HARBOUR,5,1400,"B, SR",45,APP T KRISNA,R LE GRANGE,TEAM CHEVAL STABLE,6,6,2,2.3,85
5,ACE HARBOUR,11,1600,"B, SR",46,N JUGLALL,R LE GRANGE,TEAM CHEVAL STABLE,6,5,5,4.8,97
6,ACE HARBOUR,10,1600,"B, SR",45,APP T KRISNA,R LE GRANGE,TEAM CHEVAL STABLE,10,10,6,3.9,97
2,ACE HARBOUR,1,1600,"B, SR",43,B VORSTER,R LE GRANGE,TEAM CHEVAL STABLE,2,2,2,3.3,101
2,ACE HARBOUR,11,1600,"B, SR",48,B VORSTER,R LE GRANGE,TEAM CHEVAL STABLE,6,3,2,1,96
2,ACE HARBOUR,7,2000,"B, SR",50,APP T KRISNA,R LE GRANGE,TEAM CHEVAL STABLE,3,3,2,0.8,122
7,ACE HARBOUR,4,1800,"B, SR",51,B VORSTER,R LE GRANGE,TEAM CHEVAL STABLE,7,8,7,7.2,117
3,ACE HARBOUR,1,1800,"B, SR",51,N JUGLALL,R LE GRANGE,TEAM CHEVAL STABLE,8,8,3,0.2,110
3,ACE HARBOUR,10,1700,"B, SR",52,B VORSTER,R LE GRANGE,TEAM CHEVAL STABLE,5,3,3,2.3,110
7,ACE HARBOUR,13,1800,"B, SR",52,B VORSTER,R LE GRANGE,TEAM CHEVAL STABLE,3,3,7,3.2,110
3,ACE HARBOUR,2,1600,"B, SR",50,N JUGLALL,R LE GRANGE,TEAM CHEVAL STABLE,6,4,3,0.6,97
2,ACE HARBOUR,4,2000,"B, SR",51,N JUGLALL,R LE GRANGE,TEAM CHEVAL STABLE,3,4,2,0.1,125
4,ACE HARBOUR,7,1800,"B, SR",51,N JUGLALL,R LE GRANGE,TEAM CHEVAL STABLE,2,2,4,1.9,114
9,ACE HARBOUR,6,2000,"B, SR",50,APP T KRISNA,R LE GRANGE,TEAM CHEVAL STABLE,2,3,9,6.6,123
3,ACE HARBOUR,3,1600,"VIS, SR",48,B VORSTER,R LE GRANGE,TEAM CHEVAL STABLE,5,4,3,1,102
5,ACE HARBOUR,12,2000,"VIS, SR",48,B VORSTER,R LE GRANGE,TEAM CHEVAL STABLE,12,10,5,1.6,123
7,ACE HARBOUR,1,2000,"VIS, SR",47,APP WH KOK,R LE GRANGE,TEAM CHEVAL STABLE,4,3,7,4.9,124
8,ACE HARBOUR,1,1800,"VIS, SR",45,B VORSTER,R LE GRANGE,TEAM CHEVAL STABLE,4,6,8,5.7,109
10,ACE HARBOUR,11,1400,"VIS, SR",45,C MURRAY,R LE GRANGE,TEAM CHEVAL STABLE,13,14,10,7.3,85
4,ACE HARBOUR,4,1600,"VIS, SR",44,C MURRAY,R LE GRANGE,TEAM CHEVAL STABLE,6,5,4,3.3,101
1,ACE HARBOUR,5,1700,"VIS, SR",42,M RODD,R LE GRANGE,TEAM CHEVAL STABLE,4,3,1,0,108
13,ACE HARBOUR,14,2000,"VIS, SR",47 (+5),C MURRAY,R LE GRANGE,TEAM CHEVAL STABLE,14,13,13,15.5,127
3,ACE HARBOUR,2,2000,SR,47 (+5),K A'ISISUHAIRI,R LE GRANGE,TEAM CHEVAL STABLE,4,6,3,1,124
5,ACE HARBOUR,1,1800,"VIS, SR",47 (+5),M RODD,R LE GRANGE,TEAM CHEVAL STABLE,6,4,5,2.2,114
9,ACE HARBOUR,3,2000,"VIS, SR",46 (-1),JP VAN DERMERWE,R LE GRANGE,TEAM CHEVAL STABLE,8,11,9,12.1,125
3,ACE HARBOUR,5,1700,"VIS, SR",44 (-2),V DURIC,R LE GRANGE,TEAM CHEVAL STABLE,9,6,3,0.4,107
2,ACE HARBOUR,9,1800,"VIS, SR",45 (+1),M RODD,R LE GRANGE,TEAM CHEVAL STABLE,2,2,2,1.3,110
8,ACE HARBOUR,6,1700,"VIS, SR",45 (+1),D MOOR,R LE GRANGE,TEAM CHEVAL STABLE,10,8,8,9.8,108
4,ACE HARBOUR,7,1600,"VIS, SR",45,V DURIC,R LE GRANGE,TEAM CHEVAL STABLE,10,8,4,3.6,103
10,ACE HARBOUR,1,1800,"VIS, SR",43 (-2),R MUNGER,R LE GRANGE,TEAM CHEVAL STABLE,7,9,10,11.1,111
7,ACE HARBOUR,7,1200,"VIS, SR",41 (-2),APP T KRISNA,R LE GRANGE,TEAM CHEVAL STABLE,7,9,7,7,72
7,ACE HARBOUR,6,1200,"VIS, SR",39 (-2),M ZAKI,R LE GRANGE,TEAM CHEVAL STABLE,7,6,7,5.8,72
6,ACE HARBOUR,2,2000,"B, SR",37 (-2),APP T KRISNA,R LE GRANGE,TEAM CHEVAL STABLE,4,6,6,3.8,127
6,ACE HARBOUR,11,1700,"B, SR",35 (-2),R MAIA,R LE GRANGE,TEAM CHEVAL STABLE,3,4,6,3.7,107
2,ACE KING,2,1400,,54,MM FIRDAUS,T KIESER,EVERTOP STABLE,1,1,2,2.3,84
2,ACE KING,7,1400,,55,G BOSS,T KIESER,EVERTOP STABLE,4,4,2,0.5,82
3,ACE KING,3,1400,,56,G BOSS,T KIESER,EVERTOP STABLE,2,2,3,0.5,83
3,ACE KING,3,1400,,56,G BOSS,T KIESER,EVERTOP STABLE,2,2,3,0.5,83
5,ACE KING,1,1400,,56,N JUGLALL,R LE GRANGE,EVERTOP STABLE,1,1,5,3.9,84
14,ACE KING,3,1200,SR,56,N JUGLALL,R LE GRANGE,EVERTOP STABLE,4,6,14,18.4,74
4,ACE SOVEREIGN,3,1200,,,JP VAN DERMERWE,T FITZSIMMONS,SOVEREIGN STABLE,10,9,4,3.4,72
4,ACE SOVEREIGN,10,1200,,,JP VAN DERMERWE,T FITZSIMMONS,SOVEREIGN STABLE,6,7,4,2.4,72
7,ACE SOVEREIGN,11,1400,,,JP VAN DERMERWE,T FITZSIMMONS,SOVEREIGN STABLE,9,9,7,6.8,84
11,ACE SOVEREIGN,15,1200,BB,47,CC WONG,T FITZSIMMONS,SOVEREIGN STABLE,14,14,11,6.5,72
4,ACE SOVEREIGN,8,1200,B,45 (-2),K A'ISISUHAIRI,T FITZSIMMONS,SOVEREIGN STABLE,10,11,4,2,72
2,ACE SOVEREIGN,8,1600,B,45 (-2),J POWELL,T FITZSIMMONS,SOVEREIGN STABLE,9,9,2,2.8,100
2,ACE SOVEREIGN,2,1400,B,47 (+2),J POWELL,T FITZSIMMONS,SOVEREIGN STABLE,7,7,2,1,83
4,ACE SOVEREIGN,3,1200,B,48 (+1),K A'ISISUHAIRI,T FITZSIMMONS,SOVEREIGN STABLE,5,3,4,1.4,71
3,ACE SOVEREIGN,9,1400,B,48 (+1),V DURIC,T FITZSIMMONS,SOVEREIGN STABLE,5,4,3,1.8,84
6,ACE SOVEREIGN,6,1400,B,48 (+1),V DURIC,T FITZSIMMONS,SOVEREIGN STABLE,7,5,6,4.2,84
4,ACE SOVEREIGN,7,1600,B,47 (-1),APP K HAKIM,T FITZSIMMONS,SOVEREIGN STABLE,6,6,4,0.5,126
3,ACE SOVEREIGN,6,1700,B,47 (-1),R SHAFIQ,T FITZSIMMONS,SOVEREIGN STABLE,4,3,7,2.9,65
7,ACE SOVEREIGN,7,1400,B,47 (-1),APP R ISKANDAR,T FITZSIMMONS,SOVEREIGN STABLE,9,8,3,0.4,84
2,ACE SOVEREIGN,4,1600,B,45 (-2),R SHAFIQ,T FITZSIMMONS,SOVEREIGN STABLE,4,3,3,2.4,83
3,ACE SOVEREIGN,3,1700,B,47 (+2),M NUNES,T FITZSIMMONS,SOVEREIGN STABLE,5,4,12,13.9,74
4,ACE SOVEREIGN,10,1600,B,47 (+2),M NUNES,T FITZSIMMONS,SOVEREIGN STABLE,9,8,9,6.5,61
1,ACE SOVEREIGN,9,1600,B,46 (-1),M NUNES,T FITZSIMMONS,SOVEREIGN STABLE,1,1,8,2.9,123
10,ACE SOVEREIGN,4,2000,B,51 (+5),APP K HAKIM,T FITZSIMMONS,SOVEREIGN STABLE,2,1,1,0,96
6,ACE SOVEREIGN,2,1700,B,51 (+5),R STEWART,T FITZSIMMONS,SOVEREIGN STABLE,1,2,6,3.5,71
2,ACE SOVEREIGN,5,1600,B,50 (-1),N ZYRUL,T FITZSIMMONS,SOVEREIGN STABLE,3,3,5,4.8,86
3,ACE SOVEREIGN,4,1400,B,52 (+2),N ZYRUL,T FITZSIMMONS,SOVEREIGN STABLE,2,2,2,1.5,70
3,ACE SOVEREIGN,2,1600,B,52 (+2),N ZYRUL,T FITZSIMMONS,SOVEREIGN STABLE,3,1,3,2.8,114
1,ACE SOVEREIGN,9,1600,B,53 (+1),CC WONG,T FITZSIMMONS,SOVEREIGN STABLE,1,1,6,9.4,83
4,ACE SOVEREIGN,5,1600,B,60 (+7),CC WONG,T FITZSIMMONS,SOVEREIGN STABLE,2,1,4,2,99
7,ACE'S WILD,9,1000,TT,,J POWELL,S BAERTSCHIGER,WONG HONG KAIT,8,8,7,6.2,60
11,ACE'S WILD,5,1200,TT,,APP E FINNEGAN,S BAERTSCHIGER,WONG HONG KAIT,12,11,11,7.8,71
11,ACE'S WILD,11,1200,TT,,B THOMPSON,S BAERTSCHIGER,WONG HONG KAIT,13,11,11,7,71
2,ACHIEVED MORE,5,1100,,,APP CC WONG,D KOK,LOW BOON CHUEN,6,6,2,2.3,66
12,ACHIEVED MORE,8,1200,WK,,CC WONG,D KOK,LOW BOON CHUEN,5,5,12,7.1,72
3,ACHIEVED MORE,8,1400,,,R WOODWORTH,D KOK,LOW BOON CHUEN,6,5,3,1,83
5,ACHIEVED MORE,2,1200,,51,T REHAIZAT,D KOK,LOW BOON CHUEN,3,2,5,5.2,71
3,ACHIEVED MORE,11,1200,,50 (-1),K A'ISISUHAIRI,D KOK,LOW BOON CHUEN,9,10,3,2.3,73
4,ACHIEVED MORE,12,1200,,50 (-1),R WOODWORTH,D KOK,LOW BOON CHUEN,6,8,4,8.3,73
5,ACHIEVED MORE,2,1200,BB,49 (-1),S NOH,D KOK,LOW BOON CHUEN,7,3,5,8.2,71
12,ACHIEVED MORE,9,1400,B,48 (-1),APP K HAKIM,D KOK,LOW BOON CHUEN,8,9,12,9.7,86
5,ACROBAT,12,1200,,,APP L HEWITSON,S GRAY,ROSEMARIE THERESIA ZIMMERMANN,10,8,5,4.3,71
4,ACROBAT,6,1400,,,G BOSS,S GRAY,ROSEMARIE THERESIA ZIMMERMANN,10,9,4,1.5,83
5,ACROBAT,6,1400,,,G BOSS,S GRAY,ROSEMARIE THERESIA ZIMMERMANN,2,2,5,3.4,84
2,ACROBAT,2,1600,,51,G BOSS,S GRAY,ROSEMARIE THERESIA ZIMMERMANN,4,3,2,1.5,97
4,ACROBAT,12,1400,WK,51,B VORSTER,S GRAY,ROSEMARIE THERESIA ZIMMERMANN,1,1,4,1.2,84
2,ACROBAT,4,1400,WK,51,B THOMPSON,S GRAY,ROSEMARIE THERESIA ZIMMERMANN,4,3,2,0.2,83
6,ACROBAT,1,1400,WK,53,B THOMPSON,S GRAY,ROSEMARIE THERESIA ZIMMERMANN,3,5,6,5.1,84
8,ACROBAT,4,1600,WK,51,B THOMPSON,S GRAY,ROSEMARIE THERESIA ZIMMERMANN,6,5,8,10.1,97
1,ACROBAT,4,1400,,50,APP R CLARK,S GRAY,ROSEMARIE THERESIA ZIMMERMANN,2,2,1,0,83
7,ACROBAT,7,1400,,55 (+5),B THOMPSON,S GRAY,ROSEMARIE THERESIA ZIMMERMANN,5,5,7,4.3,83
12,ACROBAT,9,1600,,55 (+5),P MOLONEY,S GRAY,ROSEMARIE THERESIA ZIMMERMANN,1,1,12,6.7,97
7,ACROBAT,1,1600,,54 (-1),J AZZOPARDI,S GRAY,ROSEMARIE THERESIA ZIMMERMANN,4,4,7,6.5,97
11,ACROBAT,11,1400,BB,52 (-2),K A'ISISUHAIRI,S GRAY,ROSEMARIE THERESIA ZIMMERMANN,2,2,11,8,83
8,ACROBAT,7,1400,,52 (-2),JP VAN DERMERWE,S GRAY,ROSEMARIE THERESIA ZIMMERMANN,10,12,8,6.4,84
9,ACROBAT,6,1400,,52 (-2),CC WONG,S GRAY,ROSEMARIE THERESIA ZIMMERMANN,8,11,9,9.6,85
9,ACROBAT,3,1600,,50 (-2),JP VAN DERMERWE,S GRAY,ROSEMARIE THERESIA ZIMMERMANN,5,7,9,5,100
10,ACROBAT,2,1400,,48 (-2),R MUNGER,S GRAY,ROSEMARIE THERESIA ZIMMERMANN,5,6,10,6.4,85
10,ACROBAT,4,1400,,46 (-2),L BEUZELIN,M CLEMENTS,ROSEMARIE THERESIA ZIMMERMANN,2,2,10,10.3,85
2,ACROSS THE SEA,7,1200,,34,D DAVID,H TAKAOKA,BIG VALLEY STABLE,9,6,2,4,75
2,ACROSS THE SEA,4,1200,,34,D DAVID,H TAKAOKA,BIG VALLEY STABLE,4,4,2,2.8,74
2,ACROSS THE SEA,6,1200,B,34,D DAVID,H TAKAOKA,BIG VALLEY STABLE,5,2,2,1.8,71
2,ACROSS THE SEA,6,1200,B,34,D DAVID,H TAKAOKA,BIG VALLEY STABLE,5,2,2,1.8,71
1,ACROSS THE SEA,1,1200,B,34,D DAVID,H TAKAOKA,BIG VALLEY STABLE,3,4,1,0,71
3,ACROSS THE SEA,3,1600,B,39,D DAVID,H TAKAOKA,BIG VALLEY STABLE,2,2,3,5.1,96
3,ACROSS THE SEA,2,1200,B,39,O CHAVEZ,H TAKAOKA,BIG VALLEY STABLE,4,4,3,1.2,72
2,ACROSS THE SEA,12,1200,B,39,D DAVID,H TAKAOKA,BIG VALLEY STABLE,4,3,2,0.5,71
1,ACROSS THE SEA,8,1200,B,41,D DAVID,H TAKAOKA,BIG VALLEY STABLE,2,2,1,0,73
2,ACROSS THE SEA,9,1200,B,46,K A'ISISUHAIRI,H TAKAOKA,BIG VALLEY STABLE,5,2,2,2.5,72
4,ACROSS THE SEA,4,1200,B,46,D DAVID,H TAKAOKA,BIG VALLEY STABLE,3,4,4,3.4,72
6,ACROSS THE SEA,2,1400,B,45,D DAVID,H TAKAOKA,BIG VALLEY STABLE,5,6,6,5.1,84
8,ACROSS THE SEA,14,1400,B,44,D DAVID,H TAKAOKA,BIG VALLEY STABLE,3,5,8,4.3,85
6,ACROSS THE SEA,11,1200,B,43,D DAVID,H TAKAOKA,BIG VALLEY STABLE,9,12,6,8.4,76
5,ACROSS THE SEA,10,1200,B,47,N JUGLALL,H TAKAOKA,BIG VALLEY STABLE,5,8,5,4.5,74
4,ACROSS THE SEA,1,1200,B,47,M ZAKI,H TAKAOKA,BIG VALLEY STABLE,4,4,4,1.1,74
2,ACROSS THE SEA,3,1200,B,47,A MUNRO,H TAKAOKA,BIG VALLEY STABLE,4,4,2,0.5,73
1,ACROSS THE SEA,6,1100,B,48,O PLACAIS,H TAKAOKA,BIG VALLEY STABLE,8,7,1,0,66
4,ACROSS THE SEA,3,1200,B,53,O PLACAIS,H TAKAOKA,BIG VALLEY STABLE,4,6,4,2.7,73
1,ACROSS THE SEA,4,1200,B,53,O PLACAIS,H TAKAOKA,BIG VALLEY STABLE,4,5,1,0,73
2,ACROSS THE SEA,9,1200,B,59,O PLACAIS,H TAKAOKA,BIG VALLEY STABLE,8,8,2,2,72
6,ACROSS THE SEA,5,1200,B,60,M LERNER,H TAKAOKA,BIG VALLEY STABLE,7,8,6,4.7,73
2,ACROSS THE SEA,9,1700,B,59,O PLACAIS,H TAKAOKA,BIG VALLEY STABLE,6,5,2,0.1,108
1,ACROSS THE SEA,2,1600,B,60,M LERNER,H TAKAOKA,BIG VALLEY STABLE,4,4,1,0,100
6,ACROSS THE SEA,4,1600,B,66,M LERNER,H TAKAOKA,BIG VALLEY STABLE,6,7,6,8.4,100
8,ACROSS THE SEA,4,1600,B,66,J AZZOPARDI,H TAKAOKA,BIG VALLEY STABLE,5,7,8,19.2,102
6,ACROSS THE SEA,11,1600,B,65,M LERNER,H TAKAOKA,BIG VALLEY STABLE,7,9,6,2.9,99
10,ACROSS THE SEA,11,1700,B,63,M LERNER,H TAKAOKA,BIG VALLEY STABLE,5,5,10,6.2,107
10,ACROSS THE SEA,9,1200,B,61 (-2),C MURRAY,H TAKAOKA,BIG VALLEY STABLE,8,8,10,6.9,71
7,ACROSS THE SEA,7,1200,B,59 (-2),M LERNER,H TAKAOKA,BIG VALLEY STABLE,11,9,7,8.4,73
2,ACROSS THE SEA,5,1700,B,57 (-2),L BEUZELIN,H TAKAOKA,BIG VALLEY STABLE,1,2,2,0.8,106
2,ACROSS THE SEA,5,1600,B,58 (+1),M LERNER,H TAKAOKA,BIG VALLEY STABLE,4,3,2,0.5,99
8,ACROSS THE SEA,9,1700,B,58 (+1),M LERNER,H TAKAOKA,BIG VALLEY STABLE,9,12,8,7.7,107
10,ACROSS THE SEA,3,1600,B,57 (-1),L BEUZELIN,H TAKAOKA,BIG VALLEY STABLE,1,2,10,9,101
11,ACROSS THE SEA,6,1700,,55 (-2),S JOHN,H TAKAOKA,BIG VALLEY STABLE,6,8,11,26,110
2,ADIPSON,12,1200,,,APP WH KOK,S BURRIDGE,J RACING BLOODSTOCK NO 2 STABLE,9,9,2,1.3,71
2,ADIPSON,1,1200,,,APP WH KOK,S BURRIDGE,J RACING BLOODSTOCK NO 2 STABLE,5,4,2,0.8,71
1,ADIPSON,4,1400,,,APP WH KOK,S BURRIDGE,J RACING BLOODSTOCK NO 2 STABLE,4,3,1,0,83
7,ADIPSON,2,1400,,56,APP WH KOK,S BURRIDGE,J RACING BLOODSTOCK NO 2 STABLE,9,10,7,4.2,83
1,ADIPSON,2,1600,BB,56,R WOODWORTH,S BURRIDGE,J RACING BLOODSTOCK NO 2 STABLE,5,5,1,0,96
1,ADIPSON,13,1600,B,63 (+7),R WOODWORTH,S BURRIDGE,J RACING BLOODSTOCK NO 2 STABLE,9,7,1,0,97
11,ADIPSON,4,1200,B,68 (+5),APP S SHAFRIZAL,S BURRIDGE,J RACING BLOODSTOCK NO 2 STABLE,11,10,11,10.2,71
2,ADIPSON,12,1400,B,68 (+5),APP WH KOK,S BURRIDGE,J RACING BLOODSTOCK NO 2 STABLE,10,9,2,0.8,83
8,ADIPSON,2,1600,B,70 (+2),APP WH KOK,S BURRIDGE,J RACING BLOODSTOCK NO 2 STABLE,6,6,8,5.7,95
8,ADIPSON,12,1400,B,70 (+2),APP WH KOK,S BURRIDGE,J RACING BLOODSTOCK NO 2 STABLE,6,8,8,2.9,83
5,ADIPSON,8,1600,B,68 (-2),APP WH KOK,S BURRIDGE,J RACING BLOODSTOCK NO 2 STABLE,7,8,5,1.8,96
13,ADIPSON,10,1800,WK,67 (-1),R MUNGER,S BURRIDGE,J RACING BLOODSTOCK NO 2 STABLE,5,9,13,11.6,111
8,ADIPSON,7,1600,WK,67 (-1),R WOODWORTH,S BURRIDGE,J RACING BLOODSTOCK NO 2 STABLE,7,6,8,4.9,101
12,ADIPSON,4,1400,WK,67,J POWELL,S BURRIDGE,J RACING BLOODSTOCK NO 2 STABLE,12,12,12,29.5,90
8,ADIPSON,1,1700,BP,66 (-1),CC WONG,S BURRIDGE,J RACING BLOODSTOCK NO 2 STABLE,6,5,8,10,106
4,ADIPSON,2,1800,B,64 (-2),M KELLADY,S BURRIDGE,J RACING BLOODSTOCK NO 2 STABLE,9,8,4,2.5,108
7,ADIPSON,9,1600,B,63 (-1),M KELLADY,S BURRIDGE,J RACING BLOODSTOCK NO 2 STABLE,9,11,7,5.1,97
9,ADIPSON,12,2000,B,61 (-2),M KELLADY,S BURRIDGE,J RACING BLOODSTOCK NO 2 STABLE,12,13,9,6.1,125
6,ADIPSON,10,1800,B,59 (-2),M LERNER,S BURRIDGE,J RACING BLOODSTOCK NO 2 STABLE,11,11,6,2.6,110
7,ADIPSON,10,1800,B,57 (-2),CC WONG,S BURRIDGE,J RACING BLOODSTOCK NO 2 STABLE,10,6,7,2.8,71
5,ADIPSON,7,1600,B,55 (-2),CC WONG,S BURRIDGE,J RACING BLOODSTOCK NO 2 STABLE,5,5,12,14.4,109
9,ADIPSON,6,1200,B,53 (-2),APP WH KOK,S BURRIDGE,J RACING BLOODSTOCK NO 2 STABLE,12,9,11,8.2,101
9,ADIPSON,3,1400,B,51 (-2),APP WH KOK,S BURRIDGE,J RACING BLOODSTOCK NO 2 STABLE,11,12,7,7.7,73
8,ADIPSON,4,1400,WK,49 (-2),APP WH KOK,S BURRIDGE,J RACING BLOODSTOCK NO 2 STABLE,11,9,4,3,60
11,ADIPSON,13,2000,B,48 (-1),APP WH KOK,S BURRIDGE,J RACING BLOODSTOCK NO 2 STABLE,10,11,6,2.1,70
9,ADIPSON,11,1200,B,46 (-2),APP WH KOK,S BURRIDGE,J RACING BLOODSTOCK NO 2 STABLE,11,9,2,2.3,60
6,ADIPSON,3,1200,B,44 (-2),R STEWART,S BURRIDGE,J RACING BLOODSTOCK NO 2 STABLE,7,7,10,11.4,71
8,ADIPSON,6,1400,B,42 (-2),APP WH KOK,S BURRIDGE,J RACING BLOODSTOCK NO 2 STABLE,9,11,7,5.7,108
3,ADIPSON,7,1600,B,40 (-2),APP WH KOK,S BURRIDGE,J RACING BLOODSTOCK NO 2 STABLE,9,8,8,8.4,124
4,ADIPSON,1,1600,B,40 (-2),WH KOK,S BURRIDGE,J RACING BLOODSTOCK NO 2 STABLE,6,6,11,14.3,86
12,ADMEISTER,9,1400,"WK, EM",49,O CHAVEZ,J PETERS,PUNJAB STABLE,7,10,12,10.2,85
1,ADMIRAL WINSTON,11,1000,,,K A'ISISUHAIRI,M WALKER,TE AKAU RACING STABLE,7,8,1,0,119
2,ADMIRAL WINSTON,1,1100,,52,K A'ISISUHAIRI,M WALKER,TE AKAU RACING STABLE,6,3,2,2.8,65
6,ADMIRAL WINSTON,12,1200,,52,V DURIC,M WALKER,TE AKAU RACING STABLE,10,10,6,5.2,71
8,ADMIRAL WINSTON,9,1200,,51 (-1),JP VAN DERMERWE,M WALKER,TE AKAU RACING STABLE,8,10,8,4.1,71
2,ADMIRAL WINSTON,1,1000,,51 (-1),R WOODWORTH,M WALKER,TE AKAU RACING STABLE,6,4,2,1.3,60
5,ADMIRAL WINSTON,3,1000,,52 (+1),R WOODWORTH,M WALKER,TE AKAU RACING STABLE,10,10,5,2.8,60
6,ADMIRAL WINSTON,2,1200,,50 (-2),R WOODWORTH,M WALKER,TE AKAU RACING STABLE,6,6,6,4.5,73
9,ADMIRAL WINSTON,8,1000,,48 (-2),APP K HAKIM,M WALKER,TE AKAU RACING STABLE,11,11,9,4.9,61
2,ADMIRAL WINSTON,9,1000,BB,48 (-2),V DURIC,M WALKER,TE AKAU RACING STABLE,5,4,2,1,60
1,ADMIRAL WINSTON,9,1000,,48 (-2),R WOODWORTH,M WALKER,TE AKAU RACING STABLE,4,4,1,0,119
3,ADMIRAL WINSTON,1,1200,,55 (+7),R WOODWORTH,M WALKER,TE AKAU RACING STABLE,6,5,3,3.5,70
4,ADMIRAL WINSTON,14,1200,TT,55 (+7),R WOODWORTH,M WALKER,TE AKAU RACING STABLE,4,4,4,0.9,71
9,ADMIRAL WINSTON,8,1100,TT,55 (+7),R WOODWORTH,M WALKER,TE AKAU RACING STABLE,6,7,9,7.6,65
10,ADMIRAL WINSTON,2,1400,TT,53 (-2),APP CK NG,M WALKER,TE AKAU RACING STABLE,11,13,10,6.9,86
6,ADMIRAL WINSTON,5,1200,TT,51 (-2),JP VAN DERMERWE,M WALKER,TE AKAU RACING STABLE,10,8,6,5.1,73
9,ADMIRAL WINSTON,5,1600,TT,49 (-2),APP K HAKIM,M WALKER,TE AKAU RACING STABLE,9,8,9,4,100
3,ADMIRAL WINSTON,9,1400,TT,48 (-1),APP PH SEOW,M WALKER,TE AKAU RACING STABLE,10,12,3,1.9,83
1,ADMIRAL WINSTON,11,1200,TT,48 (-1),V DURIC,M WALKER,TE AKAU RACING STABLE,8,4,1,0,71
2,AFALONHRO,7,1200,,58,R WOODWORTH,M WALKER,RICHARD VICTOR LINES,10,10,2,0.5,71
1,AFALONHRO,4,1200,,58,V DURIC,M WALKER,RICHARD VICTOR LINES,6,1,1,0,74
